,mv
2023-03-21,115241.34596186153
2023-03-22,103421.40601585493
2023-03-23,96959.94666425168
2023-03-24,95620.36343522955
2023-03-27,94583.48430238891
2023-03-28,93568.7422397543
2023-03-29,71996.26803698609
2023-03-30,70888.08955921279
2023-03-31,326377.9309042466
2023-04-03,332345.8259968589
2023-04-04,328415.85877765145
2023-04-06,327437.95963485626
2023-04-07,298824.40981087147
2023-04-10,285189.2127323211
2023-04-11,284496.7763879618
2023-04-12,271904.4082991219
2023-04-13,204796.892341188
2023-04-14,189077.62218164204
2023-04-17,157225.1575109068
2023-04-18,156284.4469315724
2023-04-19,155248.07113164122
2023-04-20,115818.17890167897
2023-04-21,92821.4426311806
2023-04-24,76056.93542292024
2023-04-25,59602.82226451713
2023-04-26,43214.66034978503
2023-04-27,26945.75985481531
2023-04-28,23321.457927879947
2023-05-04,20854.1545339636
2023-05-05,19194.02868012201
2023-05-08,18103.786216093536
2023-05-09,11307.870748807507
2023-05-10,11307.049428631328
2023-05-11,11303.083903210172
2023-05-12,9052.89783497643
2023-05-15,187491.24288676848
2023-05-16,187057.5164728996
2023-05-17,187583.00860413673
2023-05-18,188185.09624501553
2023-05-19,127640.95072010264
2023-05-22,113288.23035528779
2023-05-23,102465.24011225604
2023-05-24,102411.5661376863
2023-05-25,97458.99349122311
2023-05-26,89098.56853963346
2023-05-29,81596.59123838971
2023-05-30,62881.31843488967
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,210876.38298065
2023-06-16,212781.43008460448
2023-06-19,214929.1818047068
2023-06-20,215870.08033123674
2023-06-21,192138.36894918737
2023-06-26,181872.20955267313
2023-06-27,172044.39120710557
2023-06-28,116462.29890623366
2023-06-29,69902.46026333536
2023-06-30,0.0
2023-07-03,0.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,314690.5204150413
2023-08-01,315606.7594961799
2023-08-02,315748.8833161028
2023-08-03,315799.46818942914
2023-08-04,273962.939958714
2023-08-07,273498.6745801207
2023-08-08,271672.03875347547
2023-08-09,244089.32717122062
2023-08-10,220785.88760989
2023-08-11,156063.10798688632
2023-08-14,89798.38825262936
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,0.0
2024-01-18,0.0
2024-01-19,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,237081.9311538257
2024-03-18,238977.39704266016
2024-03-19,237820.46997288833
2024-03-20,238426.98896382426
2024-03-21,177129.403735515
2024-03-22,159410.82047446485
2024-03-25,148802.7684550908
2024-03-26,130120.21845332797
2024-03-27,101277.35217946403
2024-03-28,63230.08520527555
2024-03-29,63330.11983149416
2024-04-01,56671.69499119819
2024-04-02,56655.24221614554
2024-04-03,48376.47293983311
2024-04-08,48369.54720026911
2024-04-09,48356.46230106656
2024-04-10,38618.04234587259
2024-04-11,38646.76955730282
2024-04-12,38646.080265612814
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-29,0.0
2024-04-30,238544.3770814282
2024-05-06,239412.7793345482
2024-05-07,238373.89954280568
2024-05-08,236771.7775380086
2024-05-09,182799.7431741207
2024-05-10,161732.76550951976
2024-05-13,135167.24596836357
2024-05-14,135319.07945536767
2024-05-15,225262.56196664512
2024-05-16,225597.73730699415
2024-05-17,226835.07101498262
2024-05-20,227517.16753431395
2024-05-21,135064.5333289053
2024-05-22,119437.14717019061
2024-05-23,110892.29810420601
2024-05-24,110433.40391952729
2024-05-27,96205.33486960856
2024-05-28,49857.66537683501
2024-05-29,45043.679659150024
2024-05-30,44976.825429174554
2024-05-31,230338.94871862503
2024-06-03,231258.8580885051
2024-06-04,231949.93493357487
2024-06-05,230605.1128825863
2024-06-06,83822.12342652836
2024-06-07,76670.01891186369
2024-06-11,76560.51984083108
2024-06-12,76672.75681016289
2024-06-13,70873.53227404594
2024-06-14,60338.05864966769
2024-06-17,60402.51383463824
2024-06-18,60437.092332841996
2024-06-19,60464.54308441659
2024-06-20,60403.100009542555
2024-06-21,51944.99680870677
2024-06-24,51864.93236910213
2024-06-25,51778.56166299292
2024-06-26,40362.21025938599
2024-06-27,29546.688068404383
2024-06-28,29563.54847567039
2024-07-01,29582.46013953312
2024-07-02,22131.878694423314
2024-07-03,22131.5793497768
2024-07-04,22132.80471446557
2024-07-05,10659.077115770593
2024-07-08,10663.60351449432
2024-07-09,10666.789935944855
2024-07-10,10666.370330335323
2024-07-11,10667.742751511378
2024-07-12,10666.719596659364
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-26,0.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,0.0
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-30,505867.0247618595
2024-10-08,535231.648788364
2024-10-09,502965.5128379372
2024-10-10,506214.52175263094
2024-10-11,497504.86512146145
2024-10-14,504418.7250980303
2024-10-15,543825.5286139318
2024-10-16,543511.6923095084
2024-10-17,539243.0164144997
2024-10-18,507594.9490926647
2024-10-21,386706.7471712191
2024-10-22,364910.16712846374
2024-10-23,363897.65664453636
2024-10-24,280023.51195916825
2024-10-25,278804.78782785055
2024-10-28,278547.73426942166
2024-10-29,239741.05197703617
2024-10-30,221039.88864544738
2024-10-31,538476.066340099
2024-11-01,516277.0908895099
2024-11-04,485743.4905711802
2024-11-05,490562.602654649
2024-11-06,417282.5528839704
2024-11-07,421845.96637342195
2024-11-08,420688.2106559128
2024-11-11,362217.9457489592
2024-11-12,355784.7987591232
2024-11-13,280205.2637535091
2024-11-14,206993.820262142
2024-11-15,492552.23604515375
2024-11-18,480927.795505214
2024-11-19,455858.9845982869
2024-11-20,403150.05686952133
2024-11-21,47504.36454306862
2024-11-22,47320.282422607466
2024-11-25,47365.13323034194
2024-11-26,14181.504898987876
2024-11-27,14192.62486433826
2024-11-28,14206.706789922993
2024-11-29,14219.519147683965
2024-12-02,14216.930904479796
2024-12-03,14195.809321209445
2024-12-04,14197.513389581341
2024-12-05,14190.399832522558
2024-12-06,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-30,0.0
2024-12-31,483605.74155749823
2025-01-02,469820.1290053541
2025-01-03,454909.1479744051
2025-01-06,450607.07731115323
2025-01-07,38223.74417850365
2025-01-08,18946.843756501254
2025-01-09,18954.078115833017
2025-01-10,18917.996222976406
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,284002.02529862965
2025-01-16,284996.79000129696
2025-01-17,286155.95367022185
2025-01-20,287392.55157462147
2025-01-21,289435.1865561595
2025-01-22,290064.6026578239
2025-01-23,288164.8007711473
2025-01-24,275570.9687802189
2025-01-27,246387.0407966591
2025-02-05,246380.35205939686
2025-02-06,249149.22799647308
2025-02-07,230111.5959092601
2025-02-10,193974.14772688187
2025-02-11,193462.20966680776
2025-02-12,189992.76248911297
2025-02-13,185717.0861654829
2025-02-14,171462.20345076517
2025-02-17,167531.63776031908
2025-02-18,126666.2444255316
2025-02-19,123557.89205975704
2025-02-20,109225.78389927706
2025-02-21,105070.12575322228
2025-02-24,97501.56919266036
2025-02-25,93688.73461053209
2025-02-26,92041.30209986496
2025-02-27,91842.51725372695
2025-02-28,406197.0496423087
2025-03-03,404277.51073712116
2025-03-04,406517.44054197223
2025-03-05,386472.1870454506
2025-03-06,194236.1776158554
2025-03-07,194591.45946568466
2025-03-10,194423.37114931835
2025-03-11,194917.24224889418
2025-03-12,138449.3166438258
2025-03-13,124372.70918151854
2025-03-14,124491.9556431202
2025-03-17,124567.54188041738
2025-03-18,105049.96248860148
2025-03-19,104825.07165065396
2025-03-20,104631.50431510585
2025-03-21,104236.83789124346
2025-03-24,92161.50692878189
2025-03-25,72160.7889908907
2025-03-26,72177.94214749504
2025-03-27,53544.32281119112
2025-03-28,35063.389910849764
2025-03-31,404330.569540275
2025-04-01,387235.41661807447
2025-04-02,387346.5750146319
2025-04-03,386042.42652683373
2025-04-07,91371.89462155114
2025-04-08,91169.1506059499
2025-04-09,60176.96724295405
2025-04-10,10418.774404951791
2025-04-11,10417.415187322018
2025-04-14,10417.590543874738
2025-04-15,300592.7708442565
2025-04-16,298343.8944791947
2025-04-17,299437.0380359741
2025-04-18,301114.86531494104
2025-04-21,266672.20523257216
2025-04-22,265837.11682449793
2025-04-23,266840.50472875097
2025-04-24,265822.9187394902
2025-04-25,267176.4968019544
2025-04-28,266598.6512324514
2025-04-29,254840.74367859648
2025-04-30,296323.5152204237
2025-05-06,297558.18936859583
2025-05-07,297785.42534499074
2025-05-08,298166.05136637535
2025-05-09,255653.52693631453
2025-05-12,257006.3694989118
2025-05-13,255291.59895394853
2025-05-14,217697.0927100167
2025-05-15,309848.54027615645
2025-05-16,310320.1480181829
2025-05-19,309932.04304569185
2025-05-20,287317.07883179735
2025-05-21,239164.21071415217
2025-05-22,193555.3893615904
2025-05-23,193261.11941826218
2025-05-26,134332.0982102259
2025-05-27,115251.51339501879
2025-05-28,95651.82582603057
2025-05-29,81845.80859104099
2025-05-30,80612.1279922746
2025-06-03,79823.64773693602
2025-06-04,79529.13029894815
2025-06-05,74545.64360572526
2025-06-06,70477.94455716117
2025-06-09,68270.34668774644
2025-06-10,66692.06892469793
2025-06-11,65693.54783023168
2025-06-12,65088.18409538636
2025-06-13,46514.13527483181
2025-06-16,46256.81387744702
2025-06-17,45637.71713054348
2025-06-18,39830.52390292106
2025-06-19,35870.945819696746
2025-06-20,33205.86225366855
2025-06-23,31426.90847119283
2025-06-24,13026.030688096678
2025-06-25,11848.535038559263
2025-06-26,5141.2735363069905
2025-06-27,4613.12859757066
2025-06-30,305252.81301187235
2025-07-01,307047.95138879336
2025-07-02,304452.10496822407
2025-07-03,307659.433520448
2025-07-04,270632.4942631822
2025-07-07,252436.89254417605
2025-07-08,248262.59384107144
2025-07-09,242687.11010076507
2025-07-10,238578.6813421621
2025-07-11,235963.13980087198
2025-07-14,220646.7602910326
2025-07-15,251963.34341364185
2025-07-16,251531.78079812988
2025-07-17,254835.54980737023
2025-07-18,255017.06366352216
2025-07-21,215703.43650582747
2025-07-22,215957.68065009036
2025-07-23,212734.93879777816
2025-07-24,207892.4203043592
2025-07-25,201530.48634200927
2025-07-28,198663.18294196326
2025-07-29,198433.7178103285
2025-07-30,196980.15386530428
2025-07-31,304022.0759017243
2025-08-01,291255.380916105
2025-08-04,287121.9759124625
2025-08-05,281694.21480580425
2025-08-06,151385.46788513786
2025-08-07,141148.52401961997
2025-08-08,137865.1425894849
2025-08-11,116464.22653531442
2025-08-12,70765.13539558747
2025-08-13,49078.780602222694
2025-08-14,48473.94014496628
2025-08-15,503951.1874901884
2025-08-18,519020.5093257393
2025-08-19,517087.06384392077
2025-08-20,517225.0660943167
2025-08-21,490705.76356634515
2025-08-22,462415.20769847714
2025-08-25,451860.1604671161
2025-08-26,425536.7833946077
2025-08-27,392175.0216091643
2025-08-28,380389.37570871843
2025-08-29,363518.12962518685
2025-09-01,324355.5793465572
2025-09-02,315475.6071805694
2025-09-03,312380.11604044255
2025-09-04,255313.22248469334
2025-09-05,185148.302312691
2025-09-08,123499.83498951735
2025-09-09,85932.99591550486
2025-09-10,83365.8964049827
2025-09-11,78607.67467931086
2025-09-12,76047.24395702803
2025-09-15,597871.9531308883
2025-09-16,558843.7282313893
2025-09-17,561013.5128793628
2025-09-18,559589.8328701918
2025-09-19,505090.15573039104
2025-09-22,483621.5994857061
2025-09-23,368864.18276543944
2025-09-24,363493.6057506838
2025-09-25,362011.44864089583
2025-09-26,308325.5870309039
2025-09-29,303978.89364056755
2025-09-30,623628.3947372203
2025-10-09,640902.4300648328
2025-10-10,622460.3294266347
2025-10-13,617267.779418954
2025-10-14,432502.6030794078
2025-10-15,560133.8698498972
2025-10-16,513212.4122724865
2025-10-17,480153.16047815984
2025-10-20,460328.71700895106
2025-10-21,279523.8083007676
2025-10-22,176141.03264744606
2025-10-23,151257.41262840148
2025-10-24,152530.2526053664
2025-10-27,153860.39446653155
2025-10-28,153478.75927623446
2025-10-29,154659.20420004366
2025-10-30,146227.72596956234
2025-10-31,536660.835775923
2025-11-03,530282.6849058807
2025-11-04,519857.9136466841
2025-11-05,498309.53220644605
2025-11-06,258083.3294797043
2025-11-07,213910.88292132888
2025-11-10,213093.91950153452
2025-11-11,211247.44735391205
2025-11-12,138914.20209652706
2025-11-13,118513.13840711191
2025-11-14,118250.25676481298
2025-11-17,118709.90384247266
2025-11-18,118133.0518580079
2025-11-19,92543.49527769398
2025-11-20,92476.54001153764
2025-11-21,45387.5726097849
2025-11-24,45248.586784869294
2025-11-25,45359.26037161237
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-08,0.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-15,507872.9556477167
2025-12-16,502585.67076582415
2025-12-17,513359.90347380313
2025-12-18,506756.33513091
2025-12-19,294465.9244682306
2025-12-22,298478.7823154613
2025-12-23,301262.82549914566
2025-12-24,302400.6535142377
2025-12-25,302004.0669149026
2025-12-26,303303.0028587807
2025-12-29,295587.8716255142
2025-12-30,294970.503218246
2025-12-31,493706.30613983667
2026-01-05,501389.2897764358
2026-01-06,507356.2219561969
2026-01-07,507805.09115098236
2026-01-08,505696.9164254428
2026-01-09,476623.22432732565
2026-01-12,422949.71152417676
2026-01-13,376227.1451773381
2026-01-14,375017.5760684236
2026-01-15,585882.1118142953
2026-01-16,541716.6840718358
2026-01-19,545560.5619817582
2026-01-20,515943.8898904244
2026-01-21,411524.11116139777
2026-01-22,382763.63733129407
2026-01-23,336086.36863042053
2026-01-26,328241.5369111633
2026-01-27,304754.18717840087
2026-01-28,268787.29614312784
2026-01-29,238845.5005084648
2026-01-30,237830.53500323443
2026-02-02,191792.87272865497
2026-02-03,150248.58844422363
2026-02-04,115226.4331194583
2026-02-05,80354.9588976365
2026-02-06,80263.49878756904
2026-02-09,80538.70319146066
2026-02-10,57480.48745713898
2026-02-11,19646.93360361027
2026-02-12,13190.7189971399
2026-02-13,8837.17003507396
2026-02-24,5934.292642941174
2026-02-25,3977.371469376245
2026-02-26,2664.911175606646
2026-02-27,1785.0605539197081
2026-03-02,1196.044910805136
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,0.0
2026-03-30,0.0
2026-03-31,304020.8474707937
2026-04-01,305689.70675357495
2026-04-02,302689.77582793613
2026-04-03,302293.2995682553
2026-04-07,190008.10358751586
2026-04-08,192338.81985944466
2026-04-09,192735.76901187157
2026-04-10,173792.12989199223
2026-04-13,160743.60345757418
2026-04-14,114957.09005347967
2026-04-15,421726.94097750797
2026-04-16,425532.85752484004
2026-04-17,425041.4394873116
2026-04-20,428212.5349850018
2026-04-21,382000.4663017885
2026-04-22,354382.05233154004
2026-04-23,351550.0266695454
2026-04-24,328153.1600338938
2026-04-27,328301.7986284279
2026-04-28,309641.39710763353
2026-04-29,310307.94933531666
2026-04-30,533458.9609824271
2026-05-06,542101.2383748796
2026-05-07,547484.6344407815
2026-05-08,523729.83829537645
2026-05-11,526413.0047895345
2026-05-12,524943.9118357098
2026-05-13,504804.99958838476
2026-05-14,497506.2522189948
2026-05-15,706539.4726046562
2026-05-18,673992.3633158591
2026-05-19,646299.378040182
2026-05-20,655079.1417652983
2026-05-21,312524.7171576526
2026-05-22,310243.9171707177
2026-05-25,290127.5205824694
2026-05-26,203798.62060464863
2026-05-27,193442.78125778725
2026-05-28,154045.0039535253
2026-05-29,142070.35939824974
2026-06-01,138470.09639512436
2026-06-02,127597.03112468448
2026-06-03,118839.70578660935
2026-06-04,112250.10055370946
2026-06-05,97108.41995865824
2026-06-08,88571.86889804882
2026-06-09,81458.06280034345
2026-06-10,76211.65068231577
2026-06-11,52091.421340692614
2026-06-12,49761.73111027248
2026-06-15,590773.3112943178
2026-06-16,596720.8491711604
2026-06-17,599024.5598054077
2026-06-18,600996.5457059998
2026-06-22,416596.6794051956
2026-06-23,412910.95361007436
2026-06-24,400128.0379067389
2026-06-25,385019.1347640801
2026-06-26,315215.91175657837
2026-06-29,242853.5052393852
2026-06-30,539068.7126965169
2026-07-01,504198.78913485596
2026-07-02,496750.2801749487
2026-07-03,501925.3471246951
2026-07-06,335888.90979319013
2026-07-07,256819.74013297126
2026-07-08,256008.38048715735
2026-07-09,258599.96688414933
2026-07-10,158628.4927500146
2026-07-13,157847.24490829097
2026-07-14,158699.740257602
2026-07-15,471423.60674136394
2026-07-16,468687.63851222023
2026-07-17,456811.65864245547
2026-07-20,459763.40076802444
2026-07-21,298206.12055428803
2026-07-22,299368.54188443726
2026-07-23,300800.8265488102
2026-07-24,297801.3271911295
2026-07-27,299039.45152499096
2026-07-28,252465.60330335988
2026-07-29,253618.55138368427
2026-07-30,253829.33645890432
2026-07-31,0.0
2026-08-03,0.0
2026-08-04,0.0
2026-08-05,0.0
2026-08-06,0.0
2026-08-07,0.0
2026-08-10,0.0
2026-08-11,0.0
2026-08-12,0.0
2026-08-13,0.0
2026-08-14,0.0
2026-08-17,0.0
2026-08-18,0.0
2026-08-19,0.0
2026-08-20,0.0
2026-08-21,0.0
2026-08-24,0.0
2026-08-25,0.0
2026-08-26,0.0
2026-08-27,0.0
2026-08-28,0.0
