调仓日,方向,代码,名称,参考价(元),手数(手),股数(股),金额(元),手续费(元),调仓原因
2025-06-17,买入,920748,路桥信息,84.99,2,200,16998.0,21.25,纳入持仓池
2025-06-17,买入,920505,九菱科技,68.0,2,200,13600.0,17.0,纳入持仓池
2025-06-17,买入,920169,七丰精工,39.8,5,500,19900.0,24.88,纳入持仓池
2025-06-17,买入,002734,利民股份,22.49,8,800,17992.0,22.49,纳入持仓池
2025-06-17,买入,300920,润阳科技,53.1,3,300,15930.0,19.91,纳入持仓池
2025-06-17,买入,920002,万达轴承,204.01,0,0,0.0,0.0,纳入持仓池
2025-06-17,买入,920351,华光源海,35.93,5,500,17965.0,22.46,纳入持仓池
2025-06-17,买入,300255,常山药业,52.79,3,300,15837.0,19.8,纳入持仓池
2025-06-17,买入,920895,花溪科技,39.73,5,500,19865.0,24.83,纳入持仓池
2025-06-17,买入,688313,仕佳光子,36.88,5,500,18440.0,23.05,纳入持仓池
2025-06-17,买入,300476,胜宏科技,111.08,1,100,11108.0,13.88,纳入持仓池
2025-06-17,买入,600644,乐山电力,16.03,12,1200,19236.0,24.05,纳入持仓池
2025-06-17,买入,600281,华阳新材,8.45,23,2300,19435.0,24.29,纳入持仓池
2025-06-17,买入,300804,广康生化,59.16,3,300,17748.0,22.18,纳入持仓池
2025-06-17,买入,603086,先达股份,10.49,19,1900,19931.0,24.91,纳入持仓池
2025-06-17,持有,300204,舒泰神,35.75,--,--,--,--,继续持有
2025-06-17,持有,002289,*ST宇顺,17.2,--,--,--,--,继续持有
2025-06-17,持有,300718,长盛轴承,67.64,--,--,--,--,继续持有
2025-06-17,持有,002365,永安药业,25.7,--,--,--,--,继续持有
2025-06-17,持有,600610,中毅达,14.3,--,--,--,--,继续持有
2025-06-17,持有,301209,联合化学,92.5,--,--,--,--,继续持有
2025-06-17,持有,301225,恒勃股份,79.62,--,--,--,--,继续持有
2025-06-17,持有,000678,襄阳轴承,17.2,--,--,--,--,继续持有
2025-06-17,持有,300963,中洲特材,24.71,--,--,--,--,继续持有
2025-06-17,持有,002345,潮宏基,14.76,--,--,--,--,继续持有
2025-06-17,持有,000506,招金黄金,9.14,--,--,--,--,继续持有
2025-06-17,持有,688336,三生国健,55.3,--,--,--,--,继续持有
2025-06-17,持有,688382,益方生物,31.2,--,--,--,--,继续持有
2025-06-17,持有,603011,合锻智能,17.88,--,--,--,--,继续持有
2025-06-17,持有,600530,交大昂立,9.99,--,--,--,--,继续持有
2025-06-30,卖出,300718,长盛轴承,69.49,2,200,13898.0,17.37,移出持仓池
2025-06-30,卖出,002734,利民股份,18.3,10,1000,18300.0,22.88,移出持仓池
2025-06-30,卖出,000678,襄阳轴承,15.32,13,1300,19916.0,24.89,移出持仓池
2025-06-30,卖出,300255,常山药业,46.61,4,400,18644.0,23.3,移出持仓池
2025-06-30,卖出,600644,乐山电力,13.92,14,1400,19488.0,24.36,移出持仓池
2025-06-30,卖出,688336,三生国健,54.24,3,300,16272.0,20.34,移出持仓池
2025-06-30,卖出,688382,益方生物,32.82,6,600,19692.0,24.62,移出持仓池
2025-06-30,卖出,600281,华阳新材,7.37,27,2700,19899.0,24.87,移出持仓池
2025-06-30,卖出,300804,广康生化,52.47,3,300,15741.0,19.68,移出持仓池
2025-06-30,卖出,603011,合锻智能,15.58,12,1200,18696.0,23.37,移出持仓池
2025-06-30,卖出,600530,交大昂立,9.08,22,2200,19976.0,24.97,移出持仓池
2025-06-30,卖出,603086,先达股份,9.8,20,2000,19600.0,24.5,移出持仓池
2025-06-30,买入,300468,四方精创,50.49,3,300,15147.0,18.93,纳入持仓池
2025-06-30,买入,301357,北方长龙,95.46,2,200,19092.0,23.87,纳入持仓池
2025-06-30,买入,603226,菲林格尔,13.37,14,1400,18718.0,23.4,纳入持仓池
2025-06-30,买入,300591,万里马,11.25,17,1700,19125.0,23.91,纳入持仓池
2025-06-30,买入,300995,奇德新材,44.48,4,400,17792.0,22.24,纳入持仓池
2025-06-30,买入,002940,昂利康,37.11,5,500,18555.0,23.19,纳入持仓池
2025-06-30,买入,300368,汇金股份,11.72,17,1700,19924.0,24.91,纳入持仓池
2025-06-30,买入,301024,霍普股份,57.46,3,300,17238.0,21.55,纳入持仓池
2025-06-30,买入,002882,金龙羽,39.5,5,500,19750.0,24.69,纳入持仓池
2025-06-30,买入,601606,长城军工,29.05,6,600,17430.0,21.79,纳入持仓池
2025-06-30,买入,300810,中科海讯,45.81,4,400,18324.0,22.91,纳入持仓池
2025-06-30,买入,688552,航天南湖,39.91,5,500,19955.0,24.94,纳入持仓池
2025-06-30,买入,002427,尤夫股份,8.71,22,2200,19162.0,23.95,纳入持仓池
2025-06-30,持有,300204,舒泰神,37.28,--,--,--,--,继续持有
2025-06-30,持有,600610,中毅达,16.38,--,--,--,--,继续持有
2025-06-30,持有,920169,七丰精工,45.67,--,--,--,--,继续持有
2025-06-30,持有,002289,*ST宇顺,16.2,--,--,--,--,继续持有
2025-06-30,持有,920748,路桥信息,70.72,--,--,--,--,继续持有
2025-06-30,持有,301209,联合化学,103.74,--,--,--,--,继续持有
2025-06-30,持有,920505,九菱科技,75.69,--,--,--,--,继续持有
2025-06-30,持有,300476,胜宏科技,134.38,--,--,--,--,继续持有
2025-06-30,持有,002365,永安药业,26.75,--,--,--,--,继续持有
2025-06-30,持有,301225,恒勃股份,75.71,--,--,--,--,继续持有
2025-06-30,持有,920351,华光源海,32.82,--,--,--,--,继续持有
2025-06-30,持有,300920,润阳科技,45.83,--,--,--,--,继续持有
2025-06-30,持有,000506,招金黄金,9.82,--,--,--,--,继续持有
2025-06-30,持有,300963,中洲特材,22.9,--,--,--,--,继续持有
2025-06-30,持有,920002,万达轴承,177.66,--,--,--,--,继续持有
2025-06-30,持有,002345,潮宏基,14.63,--,--,--,--,继续持有
2025-06-30,持有,920895,花溪科技,34.99,--,--,--,--,继续持有
2025-07-16,卖出,603226,菲林格尔,12.67,15,1500,19005.0,23.76,移出持仓池
2025-07-16,卖出,920351,华光源海,31.41,6,600,18846.0,23.56,移出持仓池
2025-07-16,卖出,300368,汇金股份,10.04,19,1900,19076.0,23.84,移出持仓池
2025-07-16,卖出,300963,中洲特材,22.35,8,800,17880.0,22.35,移出持仓池
2025-07-16,卖出,301024,霍普股份,50.56,3,300,15168.0,18.96,移出持仓池
2025-07-16,卖出,002882,金龙羽,31.96,6,600,19176.0,23.97,移出持仓池
2025-07-16,卖出,300810,中科海讯,43.58,4,400,17432.0,21.79,移出持仓池
2025-07-16,卖出,920002,万达轴承,128.02,1,100,12802.0,16.0,移出持仓池
2025-07-16,卖出,688552,航天南湖,34.79,5,500,17395.0,21.74,移出持仓池
2025-07-16,卖出,002427,尤夫股份,8.15,24,2400,19560.0,24.45,移出持仓池
2025-07-16,卖出,920895,花溪科技,34.59,5,500,17295.0,21.62,移出持仓池
2025-07-16,买入,300723,一品红,62.3,3,300,18690.0,23.36,纳入持仓池
2025-07-16,买入,603716,塞力医疗,21.67,9,900,19503.0,24.38,纳入持仓池
2025-07-16,买入,688382,益方生物,40.0,5,500,20000.0,25.0,纳入持仓池
2025-07-16,买入,688585,上纬新材,23.24,8,800,18592.0,23.24,纳入持仓池
2025-07-16,买入,002951,金时科技,19.33,10,1000,19330.0,24.16,纳入持仓池
2025-07-16,买入,688068,热景生物,193.01,1,100,19301.0,24.13,纳入持仓池
2025-07-16,买入,600744,华银电力,8.3,24,2400,19920.0,24.9,纳入持仓池
2025-07-16,买入,000678,襄阳轴承,17.06,11,1100,18766.0,23.46,纳入持仓池
2025-07-16,买入,600589,大位科技,9.12,21,2100,19152.0,23.94,纳入持仓池
2025-07-16,买入,301263,泰恩康,41.26,4,400,16504.0,20.63,纳入持仓池
2025-07-16,买入,688136,科兴制药,49.3,4,400,19720.0,24.65,纳入持仓池
2025-07-16,持有,300204,舒泰神,41.8,--,--,--,--,继续持有
2025-07-16,持有,002289,*ST宇顺,17.78,--,--,--,--,继续持有
2025-07-16,持有,301225,恒勃股份,89.33,--,--,--,--,继续持有
2025-07-16,持有,002940,昂利康,43.2,--,--,--,--,继续持有
2025-07-16,持有,600610,中毅达,14.42,--,--,--,--,继续持有
2025-07-16,持有,300591,万里马,11.95,--,--,--,--,继续持有
2025-07-16,持有,301209,联合化学,98.28,--,--,--,--,继续持有
2025-07-16,持有,920169,七丰精工,39.62,--,--,--,--,继续持有
2025-07-16,持有,920505,九菱科技,73.91,--,--,--,--,继续持有
2025-07-16,持有,920748,路桥信息,61.36,--,--,--,--,继续持有
2025-07-16,持有,300995,奇德新材,46.21,--,--,--,--,继续持有
2025-07-16,持有,002365,永安药业,23.4,--,--,--,--,继续持有
2025-07-16,持有,000506,招金黄金,11.3,--,--,--,--,继续持有
2025-07-16,持有,301357,北方长龙,80.72,--,--,--,--,继续持有
2025-07-16,持有,300476,胜宏科技,155.03,--,--,--,--,继续持有
2025-07-16,持有,300468,四方精创,42.73,--,--,--,--,继续持有
2025-07-16,持有,002345,潮宏基,13.55,--,--,--,--,继续持有
2025-07-16,持有,601606,长城军工,29.18,--,--,--,--,继续持有
2025-07-16,持有,300920,润阳科技,48.8,--,--,--,--,继续持有
2025-07-31,卖出,920505,九菱科技,63.62,3,300,19086.0,23.86,移出持仓池
2025-07-31,卖出,920748,路桥信息,58.55,3,300,17565.0,21.96,移出持仓池
2025-07-31,卖出,300995,奇德新材,43.32,4,400,17328.0,21.66,移出持仓池
2025-07-31,卖出,002365,永安药业,19.59,10,1000,19590.0,24.49,移出持仓池
2025-07-31,卖出,000506,招金黄金,10.0,20,2000,20000.0,25.0,移出持仓池
2025-07-31,卖出,600744,华银电力,6.88,29,2900,19952.0,24.94,移出持仓池
2025-07-31,卖出,000678,襄阳轴承,15.54,12,1200,18648.0,23.31,移出持仓池
2025-07-31,卖出,300468,四方精创,40.0,5,500,20000.0,25.0,移出持仓池
2025-07-31,卖出,600589,大位科技,8.2,24,2400,19680.0,24.6,移出持仓池
2025-07-31,卖出,301263,泰恩康,36.94,5,500,18470.0,23.09,移出持仓池
2025-07-31,买入,920942,恒立钻具,57.9,3,300,17370.0,21.71,纳入持仓池
2025-07-31,买入,603389,*ST亚振,22.55,8,800,18040.0,22.55,纳入持仓池
2025-07-31,买入,300436,广生堂,114.5,1,100,11450.0,14.31,纳入持仓池
2025-07-31,买入,688166,博瑞医药,97.78,2,200,19556.0,24.45,纳入持仓池
2025-07-31,买入,600326,西藏天路,19.15,10,1000,19150.0,23.94,纳入持仓池
2025-07-31,买入,603226,菲林格尔,18.52,10,1000,18520.0,23.15,纳入持仓池
2025-07-31,买入,688313,仕佳光子,54.1,3,300,16230.0,20.29,纳入持仓池
2025-07-31,买入,603590,康辰药业,65.0,3,300,19500.0,24.38,纳入持仓池
2025-07-31,买入,301511,德福科技,35.93,5,500,17965.0,22.46,纳入持仓池
2025-07-31,买入,603256,宏和科技,23.54,8,800,18832.0,23.54,纳入持仓池
2025-07-31,买入,688189,南新制药,17.14,11,1100,18854.0,23.57,纳入持仓池
2025-07-31,持有,300204,舒泰神,51.99,--,--,--,--,继续持有
2025-07-31,持有,300723,一品红,77.56,--,--,--,--,继续持有
2025-07-31,持有,002289,*ST宇顺,19.39,--,--,--,--,继续持有
2025-07-31,持有,300476,胜宏科技,192.08,--,--,--,--,继续持有
2025-07-31,持有,002940,昂利康,57.2,--,--,--,--,继续持有
2025-07-31,持有,688382,益方生物,47.9,--,--,--,--,继续持有
2025-07-31,持有,603716,塞力医疗,30.02,--,--,--,--,继续持有
2025-07-31,持有,301357,北方长龙,102.95,--,--,--,--,继续持有
2025-07-31,持有,601606,长城军工,34.68,--,--,--,--,继续持有
2025-07-31,持有,688068,热景生物,195.0,--,--,--,--,继续持有
2025-07-31,持有,600610,中毅达,12.5,--,--,--,--,继续持有
2025-07-31,持有,300591,万里马,11.94,--,--,--,--,继续持有
2025-07-31,持有,688136,科兴制药,53.25,--,--,--,--,继续持有
2025-07-31,持有,300920,润阳科技,54.14,--,--,--,--,继续持有
2025-07-31,持有,920169,七丰精工,38.95,--,--,--,--,继续持有
2025-07-31,持有,301209,联合化学,94.08,--,--,--,--,继续持有
2025-07-31,持有,301225,恒勃股份,81.67,--,--,--,--,继续持有
2025-07-31,持有,002951,金时科技,16.1,--,--,--,--,继续持有
2025-07-31,持有,002345,潮宏基,14.38,--,--,--,--,继续持有
2025-08-15,卖出,688382,益方生物,40.63,4,400,16252.0,20.32,移出持仓池
2025-08-15,卖出,603716,塞力医疗,28.41,7,700,19887.0,24.86,移出持仓池
2025-08-15,卖出,600326,西藏天路,16.02,12,1200,19224.0,24.03,移出持仓池
2025-08-15,卖出,688313,仕佳光子,56.1,3,300,16830.0,21.04,移出持仓池
2025-08-15,卖出,300591,万里马,12.22,16,1600,19552.0,24.44,移出持仓池
2025-08-15,卖出,603590,康辰药业,56.89,3,300,17067.0,21.33,移出持仓池
2025-08-15,卖出,688136,科兴制药,44.63,4,400,17852.0,22.32,移出持仓池
2025-08-15,卖出,300920,润阳科技,58.53,3,300,17559.0,21.95,移出持仓池
2025-08-15,卖出,920169,七丰精工,37.33,5,500,18665.0,23.33,移出持仓池
2025-08-15,卖出,301511,德福科技,40.75,4,400,16300.0,20.38,移出持仓池
2025-08-15,卖出,301209,联合化学,95.88,2,200,19176.0,23.97,移出持仓池
2025-08-15,卖出,301225,恒勃股份,85.5,2,200,17100.0,21.38,移出持仓池
2025-08-15,卖出,688189,南新制药,13.48,14,1400,18872.0,23.59,移出持仓池
2025-08-15,卖出,002345,潮宏基,15.26,13,1300,19838.0,24.8,移出持仓池
2025-08-15,买入,688585,上纬新材,96.69,2,200,19338.0,24.17,纳入持仓池
2025-08-15,买入,001238,浙江正特,50.9,3,300,15270.0,19.09,纳入持仓池
2025-08-15,买入,600113,浙江东日,50.9,3,300,15270.0,19.09,纳入持仓池
2025-08-15,买入,300368,汇金股份,16.7,11,1100,18370.0,22.96,纳入持仓池
2025-08-15,买入,688108,赛诺医疗,34.57,5,500,17285.0,21.61,纳入持仓池
2025-08-15,买入,688110,东芯股份,97.18,2,200,19436.0,24.3,纳入持仓池
2025-08-15,买入,002052,同洲电子,15.08,13,1300,19604.0,24.5,纳入持仓池
2025-08-15,买入,688648,中邮科技,75.71,2,200,15142.0,18.93,纳入持仓池
2025-08-15,买入,300584,海辰药业,59.65,3,300,17895.0,22.37,纳入持仓池
2025-08-15,买入,300600,国瑞科技,21.63,9,900,19467.0,24.33,纳入持仓池
2025-08-15,买入,002643,万润股份,31.7,6,600,19020.0,23.78,纳入持仓池
2025-08-15,买入,301217,铜冠铜箔,32.15,6,600,19290.0,24.11,纳入持仓池
2025-08-15,买入,002342,巨力索具,8.86,22,2200,19492.0,24.37,纳入持仓池
2025-08-15,买入,300167,ST迪威迅,7.18,27,2700,19386.0,24.23,纳入持仓池
2025-08-15,买入,600513,联环药业,26.64,7,700,18648.0,23.31,纳入持仓池
2025-08-15,持有,300204,舒泰神,53.49,--,--,--,--,继续持有
2025-08-15,持有,002289,*ST宇顺,25.0,--,--,--,--,继续持有
2025-08-15,持有,300436,广生堂,167.24,--,--,--,--,继续持有
2025-08-15,持有,601606,长城军工,60.26,--,--,--,--,继续持有
2025-08-15,持有,301357,北方长龙,148.57,--,--,--,--,继续持有
2025-08-15,持有,300476,胜宏科技,230.7,--,--,--,--,继续持有
2025-08-15,持有,603226,菲林格尔,22.45,--,--,--,--,继续持有
2025-08-15,持有,603256,宏和科技,32.86,--,--,--,--,继续持有
2025-08-15,持有,688166,博瑞医药,114.6,--,--,--,--,继续持有
2025-08-15,持有,688068,热景生物,227.5,--,--,--,--,继续持有
2025-08-15,持有,002940,昂利康,49.65,--,--,--,--,继续持有
2025-08-15,持有,300723,一品红,70.6,--,--,--,--,继续持有
2025-08-15,持有,600610,中毅达,12.98,--,--,--,--,继续持有
2025-08-15,持有,920942,恒立钻具,48.78,--,--,--,--,继续持有
2025-08-15,持有,002951,金时科技,18.4,--,--,--,--,继续持有
2025-08-29,卖出,688166,博瑞医药,96.47,2,200,19294.0,24.12,移出持仓池
2025-08-29,卖出,688068,热景生物,208.68,0,0,0.0,0.0,移出持仓池
2025-08-29,卖出,300723,一品红,66.39,3,300,19917.0,24.9,移出持仓池
2025-08-29,卖出,688648,中邮科技,63.64,3,300,19092.0,23.87,移出持仓池
2025-08-29,卖出,300600,国瑞科技,19.27,10,1000,19270.0,24.09,移出持仓池
2025-08-29,卖出,002643,万润股份,28.46,7,700,19922.0,24.9,移出持仓池
2025-08-29,卖出,920942,恒立钻具,43.9,4,400,17560.0,21.95,移出持仓池
2025-08-29,卖出,002342,巨力索具,8.68,23,2300,19964.0,24.96,移出持仓池
2025-08-29,卖出,002951,金时科技,16.43,12,1200,19716.0,24.64,移出持仓池
2025-08-29,卖出,300167,ST迪威迅,6.89,29,2900,19981.0,24.98,移出持仓池
2025-08-29,卖出,600513,联环药业,23.25,8,800,18600.0,23.25,移出持仓池
2025-08-29,买入,688313,仕佳光子,83.01,2,200,16602.0,20.75,纳入持仓池
2025-08-29,买入,300502,新易盛,356.2,0,0,0.0,0.0,纳入持仓池
2025-08-29,买入,603389,*ST亚振,25.65,7,700,17955.0,22.44,纳入持仓池
2025-08-29,买入,300308,中际旭创,354.92,0,0,0.0,0.0,纳入持仓池
2025-08-29,买入,301489,思泉新材,208.0,0,0,0.0,0.0,纳入持仓池
2025-08-29,买入,603716,塞力医疗,33.95,5,500,16975.0,21.22,纳入持仓池
2025-08-29,买入,301389,隆扬电子,76.3,2,200,15260.0,19.07,纳入持仓池
2025-08-29,买入,300548,长芯博创,141.53,1,100,14153.0,17.69,纳入持仓池
2025-08-29,买入,300995,奇德新材,58.82,3,300,17646.0,22.06,纳入持仓池
2025-08-29,买入,002190,成飞集成,51.88,3,300,15564.0,19.46,纳入持仓池
2025-08-29,买入,688668,鼎通科技,135.0,1,100,13500.0,16.88,纳入持仓池
2025-08-29,买入,688660,电气风电,24.17,8,800,19336.0,24.17,纳入持仓池
2025-08-29,持有,688585,上纬新材,83.0,--,--,--,--,继续持有
2025-08-29,持有,300204,舒泰神,53.34,--,--,--,--,继续持有
2025-08-29,持有,002289,*ST宇顺,29.12,--,--,--,--,继续持有
2025-08-29,持有,601606,长城军工,69.17,--,--,--,--,继续持有
2025-08-29,持有,301357,北方长龙,182.16,--,--,--,--,继续持有
2025-08-29,持有,300476,胜宏科技,267.29,--,--,--,--,继续持有
2025-08-29,持有,001238,浙江正特,59.13,--,--,--,--,继续持有
2025-08-29,持有,600113,浙江东日,59.13,--,--,--,--,继续持有
2025-08-29,持有,603256,宏和科技,42.29,--,--,--,--,继续持有
2025-08-29,持有,002052,同洲电子,17.08,--,--,--,--,继续持有
2025-08-29,持有,300436,广生堂,134.61,--,--,--,--,继续持有
2025-08-29,持有,002940,昂利康,49.42,--,--,--,--,继续持有
2025-08-29,持有,300368,汇金股份,16.55,--,--,--,--,继续持有
2025-08-29,持有,600610,中毅达,13.07,--,--,--,--,继续持有
2025-08-29,持有,688108,赛诺医疗,33.19,--,--,--,--,继续持有
2025-08-29,持有,603226,菲林格尔,23.21,--,--,--,--,继续持有
2025-08-29,持有,300584,海辰药业,56.88,--,--,--,--,继续持有
2025-08-29,持有,301217,铜冠铜箔,33.29,--,--,--,--,继续持有
2025-09-16,卖出,002052,同洲电子,14.33,13,1300,18629.0,23.29,移出持仓池
2025-09-16,卖出,300368,汇金股份,14.23,14,1400,19922.0,24.9,移出持仓池
2025-09-16,卖出,603716,塞力医疗,31.8,6,600,19080.0,23.85,移出持仓池
2025-09-16,卖出,301389,隆扬电子,69.25,2,200,13850.0,17.31,移出持仓池
2025-09-16,卖出,300548,长芯博创,116.85,1,100,11685.0,14.61,移出持仓池
2025-09-16,卖出,600610,中毅达,12.15,16,1600,19440.0,24.3,移出持仓池
2025-09-16,卖出,688108,赛诺医疗,30.38,6,600,18228.0,22.79,移出持仓池
2025-09-16,卖出,300995,奇德新材,53.77,3,300,16131.0,20.16,移出持仓池
2025-09-16,卖出,002190,成飞集成,40.37,4,400,16148.0,20.18,移出持仓池
2025-09-16,卖出,688668,鼎通科技,109.1,1,100,10910.0,13.64,移出持仓池
2025-09-16,卖出,688660,电气风电,19.37,10,1000,19370.0,24.21,移出持仓池
2025-09-16,卖出,301217,铜冠铜箔,33.2,6,600,19920.0,24.9,移出持仓池
2025-09-16,买入,688110,东芯股份,118.33,1,100,11833.0,14.79,纳入持仓池
2025-09-16,买入,300528,幸福蓝海,30.5,6,600,18300.0,22.88,纳入持仓池
2025-09-16,买入,605298,必得科技,51.43,3,300,15429.0,19.29,纳入持仓池
2025-09-16,买入,688013,天臣医疗,66.83,2,200,13366.0,16.71,纳入持仓池
2025-09-16,买入,603083,剑桥科技,119.9,1,100,11990.0,14.99,纳入持仓池
2025-09-16,买入,603516,淳中科技,154.0,1,100,15400.0,19.25,纳入持仓池
2025-09-16,买入,300486,东杰智能,22.65,8,800,18120.0,22.65,纳入持仓池
2025-09-16,买入,601929,吉视传媒,5.87,34,3400,19958.0,24.95,纳入持仓池
2025-09-16,买入,688228,开普云,178.38,1,100,17838.0,22.3,纳入持仓池
2025-09-16,买入,688183,生益电子,93.99,2,200,18798.0,23.5,纳入持仓池
2025-09-16,买入,002558,巨人网络,43.43,4,400,17372.0,21.71,纳入持仓池
2025-09-16,买入,301345,涛涛车业,208.53,0,0,0.0,0.0,纳入持仓池
2025-09-16,持有,688585,上纬新材,99.24,--,--,--,--,继续持有
2025-09-16,持有,002289,*ST宇顺,34.98,--,--,--,--,继续持有
2025-09-16,持有,300204,舒泰神,38.14,--,--,--,--,继续持有
2025-09-16,持有,603389,*ST亚振,27.2,--,--,--,--,继续持有
2025-09-16,持有,300476,胜宏科技,346.99,--,--,--,--,继续持有
2025-09-16,持有,603226,菲林格尔,29.09,--,--,--,--,继续持有
2025-09-16,持有,603256,宏和科技,39.19,--,--,--,--,继续持有
2025-09-16,持有,001238,浙江正特,57.2,--,--,--,--,继续持有
2025-09-16,持有,600113,浙江东日,57.2,--,--,--,--,继续持有
2025-09-16,持有,300308,中际旭创,411.42,--,--,--,--,继续持有
2025-09-16,持有,688313,仕佳光子,68.59,--,--,--,--,继续持有
2025-09-16,持有,601606,长城军工,47.76,--,--,--,--,继续持有
2025-09-16,持有,301357,北方长龙,129.05,--,--,--,--,继续持有
2025-09-16,持有,301489,思泉新材,226.0,--,--,--,--,继续持有
2025-09-16,持有,300436,广生堂,117.06,--,--,--,--,继续持有
2025-09-16,持有,300502,新易盛,345.75,--,--,--,--,继续持有
2025-09-16,持有,300584,海辰药业,64.61,--,--,--,--,继续持有
2025-09-16,持有,002940,昂利康,43.24,--,--,--,--,继续持有
2025-09-30,卖出,601606,长城军工,42.68,4,400,17072.0,21.34,移出持仓池
2025-09-30,卖出,300528,幸福蓝海,21.7,9,900,19530.0,24.41,移出持仓池
2025-09-30,卖出,605298,必得科技,42.56,4,400,17024.0,21.28,移出持仓池
2025-09-30,卖出,300436,广生堂,98.91,2,200,19782.0,24.73,移出持仓池
2025-09-30,卖出,688013,天臣医疗,60.36,3,300,18108.0,22.64,移出持仓池
2025-09-30,卖出,300584,海辰药业,56.09,3,300,16827.0,21.03,移出持仓池
2025-09-30,卖出,002940,昂利康,38.02,5,500,19010.0,23.76,移出持仓池
2025-09-30,卖出,601929,吉视传媒,3.77,53,5300,19981.0,24.98,移出持仓池
2025-09-30,卖出,688183,生益电子,78.5,2,200,15700.0,19.62,移出持仓池
2025-09-30,卖出,301345,涛涛车业,210.0,0,0,0.0,0.0,移出持仓池
2025-09-30,买入,688411,海博思创,323.92,0,0,0.0,0.0,纳入持仓池
2025-09-30,买入,300368,汇金股份,19.11,10,1000,19110.0,23.89,纳入持仓池
2025-09-30,买入,688498,源杰科技,429.0,0,0,0.0,0.0,纳入持仓池
2025-09-30,买入,600629,华建集团,28.69,6,600,17214.0,21.52,纳入持仓池
2025-09-30,买入,000691,*ST亚太,12.41,16,1600,19856.0,24.82,纳入持仓池
2025-09-30,买入,688109,品茗科技,100.6,1,100,10060.0,12.58,纳入持仓池
2025-09-30,买入,601138,工业富联,66.01,3,300,19803.0,24.75,纳入持仓池
2025-09-30,买入,300539,横河精密,46.68,4,400,18672.0,23.34,纳入持仓池
2025-09-30,买入,688210,统联精密,62.45,3,300,18735.0,23.42,纳入持仓池
2025-09-30,买入,301389,隆扬电子,60.3,3,300,18090.0,22.61,纳入持仓池
2025-09-30,买入,688215,瑞晟智能,82.48,2,200,16496.0,20.62,纳入持仓池
2025-09-30,持有,603226,菲林格尔,38.61,--,--,--,--,继续持有
2025-09-30,持有,603389,*ST亚振,38.18,--,--,--,--,继续持有
2025-09-30,持有,002289,*ST宇顺,37.28,--,--,--,--,继续持有
2025-09-30,持有,300308,中际旭创,403.68,--,--,--,--,继续持有
2025-09-30,持有,300204,舒泰神,35.01,--,--,--,--,继续持有
2025-09-30,持有,300502,新易盛,365.77,--,--,--,--,继续持有
2025-09-30,持有,688313,仕佳光子,71.3,--,--,--,--,继续持有
2025-09-30,持有,603516,淳中科技,164.7,--,--,--,--,继续持有
2025-09-30,持有,603256,宏和科技,34.87,--,--,--,--,继续持有
2025-09-30,持有,300476,胜宏科技,285.5,--,--,--,--,继续持有
2025-09-30,持有,301489,思泉新材,240.0,--,--,--,--,继续持有
2025-09-30,持有,603083,剑桥科技,127.8,--,--,--,--,继续持有
2025-09-30,持有,688110,东芯股份,106.9,--,--,--,--,继续持有
2025-09-30,持有,001238,浙江正特,54.77,--,--,--,--,继续持有
2025-09-30,持有,600113,浙江东日,54.77,--,--,--,--,继续持有
2025-09-30,持有,688228,开普云,205.0,--,--,--,--,继续持有
2025-09-30,持有,301357,北方长龙,114.86,--,--,--,--,继续持有
2025-09-30,持有,002558,巨人网络,45.18,--,--,--,--,继续持有
2025-09-30,持有,300486,东杰智能,21.7,--,--,--,--,继续持有
2025-10-21,卖出,688313,仕佳光子,67.71,2,200,13542.0,16.93,移出持仓池
2025-10-21,卖出,000691,*ST亚太,10.62,18,1800,19116.0,23.89,移出持仓池
2025-10-21,卖出,688110,东芯股份,98.61,2,200,19722.0,24.65,移出持仓池
2025-10-21,卖出,688210,统联精密,52.1,3,300,15630.0,19.54,移出持仓池
2025-10-21,卖出,688228,开普云,187.0,1,100,18700.0,23.38,移出持仓池
2025-10-21,卖出,002558,巨人网络,40.1,4,400,16040.0,20.05,移出持仓池
2025-10-21,卖出,301389,隆扬电子,55.05,3,300,16515.0,20.64,移出持仓池
2025-10-21,卖出,688215,瑞晟智能,85.0,2,200,17000.0,21.25,移出持仓池
2025-10-21,卖出,300486,东杰智能,20.34,9,900,18306.0,22.88,移出持仓池
2025-10-21,买入,688585,上纬新材,92.0,2,200,18400.0,23.0,纳入持仓池
2025-10-21,买入,605255,天普股份,83.8,2,200,16760.0,20.95,纳入持仓池
2025-10-21,买入,601606,长城军工,48.88,4,400,19552.0,24.44,纳入持仓池
2025-10-21,买入,300436,广生堂,118.43,1,100,11843.0,14.8,纳入持仓池
2025-10-21,买入,301345,涛涛车业,240.5,0,0,0.0,0.0,纳入持仓池
2025-10-21,买入,603301,振德医疗,70.91,2,200,14182.0,17.73,纳入持仓池
2025-10-21,买入,300475,香农芯创,104.9,1,100,10490.0,13.11,纳入持仓池
2025-10-21,买入,002759,天际股份,23.77,8,800,19016.0,23.77,纳入持仓池
2025-10-21,买入,300111,向日葵,8.98,22,2200,19756.0,24.7,纳入持仓池
2025-10-21,持有,603389,*ST亚振,40.73,--,--,--,--,继续持有
2025-10-21,持有,603226,菲林格尔,43.55,--,--,--,--,继续持有
2025-10-21,持有,300308,中际旭创,441.5,--,--,--,--,继续持有
2025-10-21,持有,688109,品茗科技,144.0,--,--,--,--,继续持有
