调仓日,方向,代码,名称,参考价(元),手数(手),股数(股),金额(元),手续费(元),调仓原因
2021-09-15,持有,600773,西藏城投,36.7,--,--,--,--,继续持有
2021-09-30,卖出,002192,融捷股份,133.0,1,100,13300.0,16.62,移出持仓池
2021-09-30,卖出,601969,XD海南矿,15.62,12,1200,18744.0,23.43,移出持仓池
2021-09-30,卖出,002256,兆新股份,4.36,45,4500,19620.0,24.53,移出持仓池
2021-09-30,卖出,000155,川能动力,26.77,7,700,18739.0,23.42,移出持仓池
2021-09-30,卖出,000408,藏格矿业,26.77,7,700,18739.0,23.42,移出持仓池
2021-09-30,卖出,600773,西藏城投,26.51,7,700,18557.0,23.2,移出持仓池
2021-09-30,卖出,002455,百川股份,15.52,12,1200,18624.0,23.28,移出持仓池
2021-09-30,买入,300339,润和软件,30.1,6,600,18060.0,22.57,纳入持仓池
2021-09-30,买入,300772,运达股份,52.3,3,300,15690.0,19.61,纳入持仓池
2021-09-30,买入,002453,华软科技,17.22,11,1100,18942.0,23.68,纳入持仓池
2021-09-30,买入,002759,天际股份,44.14,4,400,17656.0,22.07,纳入持仓池
2021-09-30,买入,300671,富满微,111.88,1,100,11188.0,13.98,纳入持仓池
2021-09-30,买入,603897,长城科技,52.7,3,300,15810.0,19.76,纳入持仓池
2021-09-30,买入,002356,赫美集团,5.63,35,3500,19705.0,24.63,纳入持仓池
2021-09-30,持有,300343,ST联创,20.56,--,--,--,--,继续持有
2021-09-30,持有,002326,永太科技,53.12,--,--,--,--,继续持有
2021-09-30,持有,920185,贝特瑞,162.73,--,--,--,--,继续持有
2021-09-30,持有,300432,富临精工,40.84,--,--,--,--,继续持有
2021-09-30,持有,603026,石大胜华,303.05,--,--,--,--,继续持有
2021-09-30,持有,300769,德方纳米,485.0,--,--,--,--,继续持有
2021-09-30,持有,603260,合盛硅业,179.49,--,--,--,--,继续持有
2021-09-30,持有,603396,金辰股份,124.11,--,--,--,--,继续持有
2021-09-30,持有,000707,双环科技,9.09,--,--,--,--,继续持有
2021-09-30,持有,000428,华天酒店,55.39,--,--,--,--,继续持有
2021-09-30,持有,000762,西藏矿业,55.39,--,--,--,--,继续持有
2021-09-30,持有,300077,国民技术,28.11,--,--,--,--,继续持有
2021-09-30,持有,000683,博源化工,9.51,--,--,--,--,继续持有
2021-09-30,持有,603876,鼎胜新材,41.4,--,--,--,--,继续持有
2021-09-30,持有,600096,云天化,24.28,--,--,--,--,继续持有
2021-09-30,持有,688699,明微电子,273.3,--,--,--,--,继续持有
2021-09-30,持有,002176,江特电机,23.4,--,--,--,--,继续持有
2021-09-30,持有,300390,天华新能,107.35,--,--,--,--,继续持有
2021-09-30,持有,600338,西藏珠峰,35.3,--,--,--,--,继续持有
2021-09-30,持有,001266,宏英智能,44.85,--,--,--,--,继续持有
2021-09-30,持有,600141,兴发集团,44.85,--,--,--,--,继续持有
2021-09-30,持有,600610,中毅达,18.54,--,--,--,--,继续持有
2021-09-30,持有,002667,*ST威领,24.13,--,--,--,--,继续持有
2021-10-20,卖出,000707,双环科技,8.44,23,2300,19412.0,24.27,移出持仓池
2021-10-20,卖出,000683,博源化工,8.45,23,2300,19435.0,24.29,移出持仓池
2021-10-20,卖出,600096,云天化,25.84,7,700,18088.0,22.61,移出持仓池
2021-10-20,卖出,688699,明微电子,236.05,0,0,0.0,0.0,移出持仓池
2021-10-20,卖出,002453,华软科技,14.97,13,1300,19461.0,24.33,移出持仓池
2021-10-20,卖出,002176,江特电机,23.79,8,800,19032.0,23.79,移出持仓池
2021-10-20,卖出,300671,富满微,89.05,2,200,17810.0,22.26,移出持仓池
2021-10-20,卖出,603897,长城科技,51.28,3,300,15384.0,19.23,移出持仓池
2021-10-20,卖出,002356,赫美集团,4.85,41,4100,19885.0,24.86,移出持仓池
2021-10-20,卖出,600610,中毅达,16.94,11,1100,18634.0,23.29,移出持仓池
2021-10-20,卖出,002667,*ST威领,23.41,8,800,18728.0,23.41,移出持仓池
2021-10-20,买入,002529,*ST海源,27.32,7,700,19124.0,23.91,纳入持仓池
2021-10-20,买入,688599,天合光能,67.3,2,200,13460.0,16.82,纳入持仓池
2021-10-20,买入,002487,大金重工,30.0,6,600,18000.0,22.5,纳入持仓池
2021-10-20,买入,600172,黄河旋风,11.5,17,1700,19550.0,24.44,纳入持仓池
2021-10-20,买入,000829,天音控股,20.39,9,900,18351.0,22.94,纳入持仓池
2021-10-20,买入,688516,奥特维,224.0,0,0,0.0,0.0,纳入持仓池
2021-10-20,买入,600110,诺德股份,23.05,8,800,18440.0,23.05,纳入持仓池
2021-10-20,买入,002141,贤丰控股,8.22,24,2400,19728.0,24.66,纳入持仓池
2021-10-20,买入,300809,华辰装备,53.08,3,300,15924.0,19.91,纳入持仓池
2021-10-20,买入,000519,中兵红箭,26.85,7,700,18795.0,23.49,纳入持仓池
2021-10-20,买入,002006,精工科技,18.86,10,1000,18860.0,23.57,纳入持仓池
2021-10-20,持有,002326,永太科技,69.3,--,--,--,--,继续持有
2021-10-20,持有,300343,ST联创,25.12,--,--,--,--,继续持有
2021-10-20,持有,603396,金辰股份,145.92,--,--,--,--,继续持有
2021-10-20,持有,300432,富临精工,41.34,--,--,--,--,继续持有
2021-10-20,持有,300769,德方纳米,529.61,--,--,--,--,继续持有
2021-10-20,持有,920185,贝特瑞,168.58,--,--,--,--,继续持有
2021-10-20,持有,603260,合盛硅业,181.82,--,--,--,--,继续持有
2021-10-20,持有,300390,天华新能,117.65,--,--,--,--,继续持有
2021-10-20,持有,603876,鼎胜新材,47.0,--,--,--,--,继续持有
2021-10-20,持有,300077,国民技术,28.59,--,--,--,--,继续持有
2021-10-20,持有,300772,运达股份,54.24,--,--,--,--,继续持有
2021-10-20,持有,000428,华天酒店,54.61,--,--,--,--,继续持有
2021-10-20,持有,000762,西藏矿业,54.61,--,--,--,--,继续持有
2021-10-20,持有,603026,石大胜华,270.22,--,--,--,--,继续持有
2021-10-20,持有,300339,润和软件,30.15,--,--,--,--,继续持有
2021-10-20,持有,600338,西藏珠峰,34.02,--,--,--,--,继续持有
2021-10-20,持有,002759,天际股份,40.54,--,--,--,--,继续持有
2021-10-20,持有,001266,宏英智能,44.93,--,--,--,--,继续持有
2021-10-20,持有,600141,兴发集团,44.93,--,--,--,--,继续持有
2021-10-29,卖出,603876,鼎胜新材,39.62,5,500,19810.0,24.76,移出持仓池
2021-10-29,卖出,600172,黄河旋风,10.07,19,1900,19133.0,23.92,移出持仓池
2021-10-29,卖出,603026,石大胜华,252.0,0,0,0.0,0.0,移出持仓池
2021-10-29,卖出,688516,奥特维,225.54,0,0,0.0,0.0,移出持仓池
2021-10-29,卖出,600110,诺德股份,22.79,8,800,18232.0,22.79,移出持仓池
2021-10-29,卖出,300339,润和软件,26.32,7,700,18424.0,23.03,移出持仓池
2021-10-29,卖出,002141,贤丰控股,8.77,22,2200,19294.0,24.12,移出持仓池
2021-10-29,卖出,600338,西藏珠峰,30.52,6,600,18312.0,22.89,移出持仓池
2021-10-29,卖出,002759,天际股份,38.2,5,500,19100.0,23.88,移出持仓池
2021-10-29,卖出,000519,中兵红箭,26.6,7,700,18620.0,23.28,移出持仓池
2021-10-29,卖出,002006,精工科技,17.56,11,1100,19316.0,24.14,移出持仓池
2021-10-29,买入,605117,德业股份,328.46,0,0,0.0,0.0,纳入持仓池
2021-10-29,买入,300969,恒帅股份,160.0,1,100,16000.0,20.0,纳入持仓池
2021-10-29,买入,300437,清水源,33.18,6,600,19908.0,24.89,纳入持仓池
2021-10-29,买入,300672,国科微,168.32,1,100,16832.0,21.04,纳入持仓池
2021-10-29,买入,600096,云天化,27.93,7,700,19551.0,24.44,纳入持仓池
2021-10-29,买入,300035,中科电气,38.29,5,500,19145.0,23.93,纳入持仓池
2021-10-29,买入,002176,江特电机,23.05,8,800,18440.0,23.05,纳入持仓池
2021-10-29,买入,603032,德新科技,45.29,4,400,18116.0,22.64,纳入持仓池
2021-10-29,买入,688556,高测股份,67.7,2,200,13540.0,16.93,纳入持仓池
2021-10-29,买入,002459,晶澳科技,91.25,2,200,18250.0,22.81,纳入持仓池
2021-10-29,买入,600995,南网储能,20.66,9,900,18594.0,23.24,纳入持仓池
2021-10-29,持有,300343,ST联创,27.97,--,--,--,--,继续持有
2021-10-29,持有,002326,永太科技,71.9,--,--,--,--,继续持有
2021-10-29,持有,300432,富临精工,50.12,--,--,--,--,继续持有
2021-10-29,持有,300769,德方纳米,629.99,--,--,--,--,继续持有
2021-10-29,持有,002487,大金重工,37.62,--,--,--,--,继续持有
2021-10-29,持有,688599,天合光能,78.3,--,--,--,--,继续持有
2021-10-29,持有,603396,金辰股份,141.9,--,--,--,--,继续持有
2021-10-29,持有,002529,*ST海源,28.7,--,--,--,--,继续持有
2021-10-29,持有,300772,运达股份,66.52,--,--,--,--,继续持有
2021-10-29,持有,000829,天音控股,23.82,--,--,--,--,继续持有
2021-10-29,持有,920185,贝特瑞,170.0,--,--,--,--,继续持有
2021-10-29,持有,001266,宏英智能,49.59,--,--,--,--,继续持有
2021-10-29,持有,600141,兴发集团,49.59,--,--,--,--,继续持有
2021-10-29,持有,300390,天华新能,106.51,--,--,--,--,继续持有
2021-10-29,持有,300077,国民技术,25.91,--,--,--,--,继续持有
2021-10-29,持有,000428,华天酒店,51.75,--,--,--,--,继续持有
2021-10-29,持有,000762,西藏矿业,51.75,--,--,--,--,继续持有
2021-10-29,持有,603260,合盛硅业,164.77,--,--,--,--,继续持有
2021-10-29,持有,300809,华辰装备,53.77,--,--,--,--,继续持有
2021-11-16,卖出,300772,运达股份,50.6,3,300,15180.0,18.98,移出持仓池
2021-11-16,卖出,000829,天音控股,20.4,9,900,18360.0,22.95,移出持仓池
2021-11-16,卖出,001266,宏英智能,39.1,5,500,19550.0,24.44,移出持仓池
2021-11-16,卖出,600141,兴发集团,39.1,5,500,19550.0,24.44,移出持仓池
2021-11-16,卖出,300390,天华新能,88.18,2,200,17636.0,22.05,移出持仓池
2021-11-16,卖出,300672,国科微,216.9,0,0,0.0,0.0,移出持仓池
2021-11-16,卖出,600096,云天化,22.14,9,900,19926.0,24.91,移出持仓池
2021-11-16,卖出,300035,中科电气,32.41,6,600,19446.0,24.31,移出持仓池
2021-11-16,卖出,000428,华天酒店,45.79,4,400,18316.0,22.89,移出持仓池
2021-11-16,卖出,000762,西藏矿业,45.79,4,400,18316.0,22.89,移出持仓池
2021-11-16,卖出,002176,江特电机,19.64,10,1000,19640.0,24.55,移出持仓池
2021-11-16,卖出,603260,合盛硅业,158.0,1,100,15800.0,19.75,移出持仓池
2021-11-16,卖出,300809,华辰装备,58.82,3,300,17646.0,22.06,移出持仓池
2021-11-16,卖出,600995,南网储能,18.31,10,1000,18310.0,22.89,移出持仓池
2021-11-16,买入,300052,中青宝,37.68,5,500,18840.0,23.55,纳入持仓池
2021-11-16,买入,600071,凤凰光学,51.62,3,300,15486.0,19.36,纳入持仓池
2021-11-16,买入,300619,金银河,71.13,2,200,14226.0,17.78,纳入持仓池
2021-11-16,买入,002006,精工科技,23.98,8,800,19184.0,23.98,纳入持仓池
2021-11-16,买入,002682,龙洲股份,23.98,8,800,19184.0,23.98,纳入持仓池
2021-11-16,买入,002268,电科网安,59.83,3,300,17949.0,22.44,纳入持仓池
2021-11-16,买入,300745,欣锐科技,68.33,2,200,13666.0,17.08,纳入持仓池
2021-11-16,买入,300681,英搏尔,106.0,1,100,10600.0,13.25,纳入持仓池
2021-11-16,买入,600078,澄星股份,7.92,25,2500,19800.0,24.75,纳入持仓池
2021-11-16,买入,688559,海目星,65.7,3,300,19710.0,24.64,纳入持仓池
2021-11-16,买入,000537,绿发电力,18.09,11,1100,19899.0,24.87,纳入持仓池
2021-11-16,买入,300264,佳创视讯,11.8,16,1600,18880.0,23.6,纳入持仓池
2021-11-16,买入,601126,四方股份,20.66,9,900,18594.0,23.24,纳入持仓池
2021-11-16,买入,603688,石英股份,58.16,3,300,17448.0,21.81,纳入持仓池
2021-11-16,持有,300343,ST联创,19.12,--,--,--,--,继续持有
2021-11-16,持有,002326,永太科技,59.91,--,--,--,--,继续持有
2021-11-16,持有,002487,大金重工,42.64,--,--,--,--,继续持有
2021-11-16,持有,603032,德新科技,64.64,--,--,--,--,继续持有
2021-11-16,持有,688556,高测股份,77.92,--,--,--,--,继续持有
2021-11-16,持有,300437,清水源,38.95,--,--,--,--,继续持有
2021-11-16,持有,688599,天合光能,68.28,--,--,--,--,继续持有
2021-11-16,持有,002529,*ST海源,28.83,--,--,--,--,继续持有
2021-11-16,持有,920185,贝特瑞,173.99,--,--,--,--,继续持有
2021-11-16,持有,605117,德业股份,276.95,--,--,--,--,继续持有
2021-11-16,持有,300769,德方纳米,522.0,--,--,--,--,继续持有
2021-11-16,持有,603396,金辰股份,124.0,--,--,--,--,继续持有
2021-11-16,持有,300432,富临精工,34.44,--,--,--,--,继续持有
2021-11-16,持有,300077,国民技术,25.03,--,--,--,--,继续持有
2021-11-16,持有,300969,恒帅股份,142.07,--,--,--,--,继续持有
2021-11-16,持有,002459,晶澳科技,88.0,--,--,--,--,继续持有
2021-11-30,卖出,002268,电科网安,56.89,3,300,17067.0,21.33,移出持仓池
2021-11-30,卖出,688559,海目星,69.92,2,200,13984.0,17.48,移出持仓池
2021-11-30,卖出,300969,恒帅股份,138.1,1,100,13810.0,17.26,移出持仓池
2021-11-30,卖出,002459,晶澳科技,86.96,2,200,17392.0,21.74,移出持仓池
2021-11-30,卖出,300264,佳创视讯,11.08,18,1800,19944.0,24.93,移出持仓池
2021-11-30,卖出,603688,石英股份,58.5,3,300,17550.0,21.94,移出持仓池
2021-11-30,买入,688518,联赢激光,49.67,4,400,19868.0,24.84,纳入持仓池
2021-11-30,买入,300390,天华新能,112.0,1,100,11200.0,14.0,纳入持仓池
2021-11-30,买入,002865,钧达股份,63.76,3,300,19128.0,23.91,纳入持仓池
2021-11-30,买入,002453,华软科技,20.59,9,900,18531.0,23.16,纳入持仓池
2021-11-30,买入,603897,长城科技,63.7,3,300,19110.0,23.89,纳入持仓池
2021-11-30,买入,603876,鼎胜新材,47.37,4,400,18948.0,23.68,纳入持仓池
2021-11-30,持有,300343,ST联创,22.63,--,--,--,--,继续持有
2021-11-30,持有,002487,大金重工,47.88,--,--,--,--,继续持有
2021-11-30,持有,603032,德新科技,70.41,--,--,--,--,继续持有
2021-11-30,持有,002326,永太科技,62.75,--,--,--,--,继续持有
2021-11-30,持有,300619,金银河,104.2,--,--,--,--,继续持有
2021-11-30,持有,002006,精工科技,32.0,--,--,--,--,继续持有
2021-11-30,持有,002682,龙洲股份,32.0,--,--,--,--,继续持有
2021-11-30,持有,300745,欣锐科技,87.79,--,--,--,--,继续持有
2021-11-30,持有,600078,澄星股份,10.44,--,--,--,--,继续持有
2021-11-30,持有,300437,清水源,38.2,--,--,--,--,继续持有
2021-11-30,持有,603396,金辰股份,148.6,--,--,--,--,继续持有
2021-11-30,持有,688599,天合光能,73.13,--,--,--,--,继续持有
2021-11-30,持有,300052,中青宝,33.2,--,--,--,--,继续持有
2021-11-30,持有,002529,*ST海源,28.75,--,--,--,--,继续持有
2021-11-30,持有,688556,高测股份,78.2,--,--,--,--,继续持有
2021-11-30,持有,920185,贝特瑞,170.0,--,--,--,--,继续持有
2021-11-30,持有,300681,英搏尔,124.51,--,--,--,--,继续持有
2021-11-30,持有,300769,德方纳米,659.89,--,--,--,--,继续持有
2021-11-30,持有,601126,四方股份,24.44,--,--,--,--,继续持有
2021-11-30,持有,000537,绿发电力,20.6,--,--,--,--,继续持有
2021-11-30,持有,605117,德业股份,282.26,--,--,--,--,继续持有
2021-11-30,持有,600071,凤凰光学,55.69,--,--,--,--,继续持有
2021-11-30,持有,300077,国民技术,28.49,--,--,--,--,继续持有
2021-11-30,持有,300432,富临精工,37.29,--,--,--,--,继续持有
2021-12-16,卖出,920185,贝特瑞,146.03,1,100,14603.0,18.25,移出持仓池
2021-12-16,卖出,300681,英搏尔,95.8,2,200,19160.0,23.95,移出持仓池
2021-12-16,卖出,605117,德业股份,255.07,0,0,0.0,0.0,移出持仓池
2021-12-16,卖出,300390,天华新能,89.7,2,200,17940.0,22.43,移出持仓池
2021-12-16,卖出,300077,国民技术,28.56,7,700,19992.0,24.99,移出持仓池
2021-12-16,卖出,300432,富临精工,31.4,6,600,18840.0,23.55,移出持仓池
2021-12-16,卖出,002453,华软科技,18.48,10,1000,18480.0,23.1,移出持仓池
2021-12-16,卖出,603897,长城科技,57.76,3,300,17328.0,21.66,移出持仓池
2021-12-16,卖出,603876,鼎胜新材,40.7,4,400,16280.0,20.35,移出持仓池
2021-12-16,买入,600860,京城股份,21.64,9,900,19476.0,24.34,纳入持仓池
2021-12-16,买入,002432,九安医疗,25.93,7,700,18151.0,22.69,纳入持仓池
2021-12-16,买入,000812,陕西金叶,10.3,19,1900,19570.0,24.46,纳入持仓池
2021-12-16,买入,300772,运达股份,49.08,4,400,19632.0,24.54,纳入持仓池
2021-12-16,买入,002232,启明信息,30.6,6,600,18360.0,22.95,纳入持仓池
2021-12-16,买入,300364,中文在线,18.12,11,1100,19932.0,24.91,纳入持仓池
2021-12-16,买入,300969,恒帅股份,118.84,1,100,11884.0,14.86,纳入持仓池
2021-12-16,买入,002374,中锐股份,6.52,30,3000,19560.0,24.45,纳入持仓池
2021-12-16,买入,603063,禾望电气,37.7,5,500,18850.0,23.56,纳入持仓池
2021-12-16,持有,300343,ST联创,19.35,--,--,--,--,继续持有
2021-12-16,持有,603032,德新科技,86.55,--,--,--,--,继续持有
2021-12-16,持有,002487,大金重工,40.78,--,--,--,--,继续持有
2021-12-16,持有,600078,澄星股份,13.61,--,--,--,--,继续持有
2021-12-16,持有,000537,绿发电力,26.61,--,--,--,--,继续持有
2021-12-16,持有,002529,*ST海源,34.2,--,--,--,--,继续持有
2021-12-16,持有,688599,天合光能,83.48,--,--,--,--,继续持有
2021-12-16,持有,002006,精工科技,30.83,--,--,--,--,继续持有
2021-12-16,持有,002682,龙洲股份,30.83,--,--,--,--,继续持有
2021-12-16,持有,300052,中青宝,35.56,--,--,--,--,继续持有
2021-12-16,持有,603396,金辰股份,158.83,--,--,--,--,继续持有
2021-12-16,持有,300619,金银河,84.09,--,--,--,--,继续持有
2021-12-16,持有,688556,高测股份,78.6,--,--,--,--,继续持有
2021-12-16,持有,601126,四方股份,24.65,--,--,--,--,继续持有
2021-12-16,持有,300437,清水源,30.23,--,--,--,--,继续持有
2021-12-16,持有,600071,凤凰光学,51.34,--,--,--,--,继续持有
2021-12-16,持有,002326,永太科技,55.93,--,--,--,--,继续持有
2021-12-16,持有,002865,钧达股份,61.31,--,--,--,--,继续持有
2021-12-16,持有,688518,联赢激光,52.53,--,--,--,--,继续持有
2021-12-16,持有,300745,欣锐科技,72.61,--,--,--,--,继续持有
2021-12-16,持有,300769,德方纳米,593.0,--,--,--,--,继续持有
2021-12-31,卖出,603396,金辰股份,123.0,1,100,12300.0,15.38,移出持仓池
2021-12-31,卖出,601126,四方股份,20.9,9,900,18810.0,23.51,移出持仓池
2021-12-31,卖出,002326,永太科技,51.21,3,300,15363.0,19.2,移出持仓池
2021-12-31,卖出,688518,联赢激光,49.27,4,400,19708.0,24.64,移出持仓池
2021-12-31,卖出,300769,德方纳米,491.16,0,0,0.0,0.0,移出持仓池
2021-12-31,卖出,300772,运达股份,43.98,4,400,17592.0,21.99,移出持仓池
2021-12-31,卖出,002232,启明信息,22.26,8,800,17808.0,22.26,移出持仓池
2021-12-31,卖出,300364,中文在线,14.83,13,1300,19279.0,24.1,移出持仓池
2021-12-31,卖出,300969,恒帅股份,100.08,1,100,10008.0,12.51,移出持仓池
2021-12-31,卖出,603063,禾望电气,40.31,4,400,16124.0,20.16,移出持仓池
2021-12-31,买入,002265,建设工业,25.33,7,700,17731.0,22.16,纳入持仓池
2021-12-31,买入,002943,宇晶股份,55.95,3,300,16785.0,20.98,纳入持仓池
2021-12-31,买入,920946,森萱医药,17.6,11,1100,19360.0,24.2,纳入持仓池
2021-12-31,买入,603985,恒润股份,53.42,3,300,16026.0,20.03,纳入持仓池
2021-12-31,买入,000819,岳阳兴长,18.43,10,1000,18430.0,23.04,纳入持仓池
2021-12-31,买入,002268,电科网安,55.94,3,300,16782.0,20.98,纳入持仓池
2021-12-31,买入,600995,南网储能,19.87,10,1000,19870.0,24.84,纳入持仓池
2021-12-31,买入,300681,英搏尔,102.2,1,100,10220.0,12.78,纳入持仓池
2021-12-31,买入,603982,泉峰汽车,47.0,4,400,18800.0,23.5,纳入持仓池
2021-12-31,买入,002176,江特电机,20.76,9,900,18684.0,23.36,纳入持仓池
2021-12-31,持有,002432,九安医疗,49.55,--,--,--,--,继续持有
2021-12-31,持有,002487,大金重工,38.75,--,--,--,--,继续持有
2021-12-31,持有,300343,ST联创,17.02,--,--,--,--,继续持有
2021-12-31,持有,000537,绿发电力,24.1,--,--,--,--,继续持有
2021-12-31,持有,002374,中锐股份,10.9,--,--,--,--,继续持有
2021-12-31,持有,603032,德新科技,80.27,--,--,--,--,继续持有
2021-12-31,持有,300052,中青宝,32.66,--,--,--,--,继续持有
2021-12-31,持有,600078,澄星股份,9.36,--,--,--,--,继续持有
2021-12-31,持有,002865,钧达股份,70.0,--,--,--,--,继续持有
2021-12-31,持有,600071,凤凰光学,51.46,--,--,--,--,继续持有
2021-12-31,持有,300619,金银河,87.17,--,--,--,--,继续持有
2021-12-31,持有,600860,京城股份,19.7,--,--,--,--,继续持有
2021-12-31,持有,002529,*ST海源,30.75,--,--,--,--,继续持有
2021-12-31,持有,002006,精工科技,26.88,--,--,--,--,继续持有
2021-12-31,持有,002682,龙洲股份,26.88,--,--,--,--,继续持有
2021-12-31,持有,300437,清水源,26.57,--,--,--,--,继续持有
2021-12-31,持有,688556,高测股份,67.49,--,--,--,--,继续持有
2021-12-31,持有,688599,天合光能,78.9,--,--,--,--,继续持有
2021-12-31,持有,300745,欣锐科技,64.2,--,--,--,--,继续持有
2021-12-31,持有,000812,陕西金叶,9.38,--,--,--,--,继续持有
2022-01-17,卖出,600078,澄星股份,8.14,24,2400,19536.0,24.42,移出持仓池
2022-01-17,卖出,002943,宇晶股份,43.07,4,400,17228.0,21.54,移出持仓池
2022-01-17,卖出,002529,*ST海源,26.26,7,700,18382.0,22.98,移出持仓池
2022-01-17,卖出,002006,精工科技,22.97,8,800,18376.0,22.97,移出持仓池
2022-01-17,卖出,002682,龙洲股份,22.97,8,800,18376.0,22.97,移出持仓池
2022-01-17,卖出,603985,恒润股份,40.45,4,400,16180.0,20.23,移出持仓池
2022-01-17,卖出,000819,岳阳兴长,15.18,13,1300,19734.0,24.67,移出持仓池
2022-01-17,卖出,002268,电科网安,48.3,4,400,19320.0,24.15,移出持仓池
2022-01-17,卖出,688599,天合光能,67.37,2,200,13474.0,16.84,移出持仓池
2022-01-17,卖出,603982,泉峰汽车,39.71,5,500,19855.0,24.82,移出持仓池
2022-01-17,卖出,002176,江特电机,17.47,11,1100,19217.0,24.02,移出持仓池
2022-01-17,卖出,000812,陕西金叶,8.18,24,2400,19632.0,24.54,移出持仓池
2022-01-17,买入,300199,翰宇药业,20.3,9,900,18270.0,22.84,纳入持仓池
2022-01-17,买入,300969,恒帅股份,137.11,1,100,13711.0,17.14,纳入持仓池
2022-01-17,买入,002453,华软科技,21.29,9,900,19161.0,23.95,纳入持仓池
2022-01-17,买入,000056,*ST皇庭,8.65,23,2300,19895.0,24.87,纳入持仓池
2022-01-17,买入,002349,精华制药,16.09,12,1200,19308.0,24.14,纳入持仓池
2022-01-17,买入,920826,盖世食品,19.0,10,1000,19000.0,23.75,纳入持仓池
2022-01-17,买入,000665,湖北广电,10.68,18,1800,19224.0,24.03,纳入持仓池
2022-01-17,买入,920670,数字人,31.2,6,600,18720.0,23.4,纳入持仓池
2022-01-17,买入,300412,迦南科技,24.82,8,800,19856.0,24.82,纳入持仓池
2022-01-17,买入,688533,上声电子,59.5,3,300,17850.0,22.31,纳入持仓池
2022-01-17,买入,300364,中文在线,14.07,14,1400,19698.0,24.62,纳入持仓池
2022-01-17,买入,603665,康隆达,37.67,5,500,18835.0,23.54,纳入持仓池
2022-01-17,持有,002432,九安医疗,82.81,--,--,--,--,继续持有
2022-01-17,持有,920946,森萱医药,28.97,--,--,--,--,继续持有
2022-01-17,持有,002487,大金重工,33.3,--,--,--,--,继续持有
2022-01-17,持有,000537,绿发电力,19.56,--,--,--,--,继续持有
2022-01-17,持有,603032,德新科技,74.6,--,--,--,--,继续持有
2022-01-17,持有,300052,中青宝,35.45,--,--,--,--,继续持有
2022-01-17,持有,600860,京城股份,19.87,--,--,--,--,继续持有
2022-01-17,持有,002374,中锐股份,8.22,--,--,--,--,继续持有
2022-01-17,持有,002265,建设工业,21.39,--,--,--,--,继续持有
2022-01-17,持有,300681,英搏尔,114.5,--,--,--,--,继续持有
2022-01-17,持有,600071,凤凰光学,44.96,--,--,--,--,继续持有
2022-01-17,持有,300437,清水源,26.03,--,--,--,--,继续持有
2022-01-17,持有,688556,高测股份,65.8,--,--,--,--,继续持有
2022-01-17,持有,300745,欣锐科技,65.99,--,--,--,--,继续持有
2022-01-17,持有,300619,金银河,71.23,--,--,--,--,继续持有
2022-01-17,持有,300343,ST联创,16.94,--,--,--,--,继续持有
2022-01-17,持有,600995,南网储能,17.8,--,--,--,--,继续持有
2022-01-17,持有,002865,钧达股份,59.59,--,--,--,--,继续持有
2022-01-28,卖出,002453,华软科技,16.97,11,1100,18667.0,23.33,移出持仓池
2022-01-28,卖出,300681,英搏尔,100.38,1,100,10038.0,12.55,移出持仓池
2022-01-28,卖出,000665,湖北广电,7.25,27,2700,19575.0,24.47,移出持仓池
2022-01-28,卖出,300745,欣锐科技,54.71,3,300,16413.0,20.52,移出持仓池
2022-01-28,卖出,300412,迦南科技,15.41,12,1200,18492.0,23.12,移出持仓池
2022-01-28,卖出,300364,中文在线,10.82,18,1800,19476.0,24.34,移出持仓池
2022-01-28,卖出,300343,ST联创,12.73,15,1500,19095.0,23.87,移出持仓池
2022-01-28,买入,603123,翠微股份,20.24,9,900,18216.0,22.77,纳入持仓池
2022-01-28,买入,603985,恒润股份,45.51,4,400,18204.0,22.75,纳入持仓池
2022-01-28,买入,000838,*ST发展,6.98,28,2800,19544.0,24.43,纳入持仓池
2022-01-28,买入,603606,东方电缆,59.2,3,300,17760.0,22.2,纳入持仓池
2022-01-28,买入,300769,德方纳米,553.0,0,0,0.0,0.0,纳入持仓池
2022-01-28,买入,300584,海辰药业,40.81,4,400,16324.0,20.41,纳入持仓池
2022-01-28,买入,600522,中天科技,16.62,12,1200,19944.0,24.93,纳入持仓池
2022-01-28,持有,002432,九安医疗,61.71,--,--,--,--,继续持有
2022-01-28,持有,000537,绿发电力,21.17,--,--,--,--,继续持有
2022-01-28,持有,920946,森萱医药,23.88,--,--,--,--,继续持有
2022-01-28,持有,002487,大金重工,39.59,--,--,--,--,继续持有
2022-01-28,持有,600071,凤凰光学,40.08,--,--,--,--,继续持有
2022-01-28,持有,603032,德新科技,72.93,--,--,--,--,继续持有
2022-01-28,持有,300969,恒帅股份,97.61,--,--,--,--,继续持有
2022-01-28,持有,300052,中青宝,23.55,--,--,--,--,继续持有
2022-01-28,持有,603665,康隆达,38.0,--,--,--,--,继续持有
2022-01-28,持有,002865,钧达股份,66.05,--,--,--,--,继续持有
2022-01-28,持有,920670,数字人,30.73,--,--,--,--,继续持有
2022-01-28,持有,002349,精华制药,13.01,--,--,--,--,继续持有
2022-01-28,持有,600860,京城股份,15.05,--,--,--,--,继续持有
2022-01-28,持有,600995,南网储能,16.51,--,--,--,--,继续持有
2022-01-28,持有,002265,建设工业,17.17,--,--,--,--,继续持有
2022-01-28,持有,300619,金银河,62.68,--,--,--,--,继续持有
